Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-1.34368723791537E-17,-0.000369441212972375,0.011864156308418,0,0,0,0.301530504160963,0.000506923634750398,1.71966331110706E-06,-4.67346607232429E-10,0.00035267121080194,-2.86244231269113E-09,0.000624936520803351,0,0,0,0,0,0,package://chyPapa5/meshes/base_link.STL,0.792156862745098,0.819607843137255,0.929411764705882,1,0,0,0,0,0,0,package://chyPapa5/meshes/base_link.STL,,chyBody20210406-1,坐标系BodyCenter,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
Link_Shoulder_Motor_rf,2.22046318519575E-07,-0.00988255818338656,-0.0257981057997514,0,0,0,0.0341422557519,9.77204160815348E-06,2.80792760153679E-11,-1.53883232330677E-10,6.15792129214539E-06,-8.43586991661573E-08,5.84073892863087E-06,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Shoulder_Motor_rf.STL,1,1,1,1,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Shoulder_Motor_rf.STL,,chyServo30kg-1,坐标系Shoulder_Motor_rf,基准轴Shoulder_Moter_rf,Joint_Shoulder_Motor_rf,revolute,0.0685,-0.035943,0.019059,1.5708,-1.5593,-1.5708,base_link,0,0,1,100,0,-0.5,1.5,,,,,,,,
Link_Shoulder_Sheft_rf,0.00380348438346273,-0.00358566195436671,0.00245878691954498,0,0,0,0.027695,8.82914136121224E-06,-1.95256493167816E-07,1.22221722463383E-06,9.76100130431898E-06,1.44704625225992E-06,1.3148094487659E-05,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Shoulder_Sheft_rf.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Shoulder_Sheft_rf.STL,,chyShoulderSheftRe20210415-1,坐标系Shoulder_Shelft_rf,Axis_Joint_Shoulder_Sheft_rf,Joint_Shoulder_Sheft_rf,fixed,-0.00999999999999998,-0.0140000000000001,-0.028,3.13005288457324,1.5707963267949,0,Link_Shoulder_Motor_rf,0,0,0,,,,,,,,,,,,
Link_Shoulder_Arm_Motor_rf,2.22046318517841E-07,-0.00988255818338658,-0.0257981057997514,0,0,0,0.0341422557519,9.77204160815347E-06,2.80792760153045E-11,-1.53883232331398E-10,6.15792129214539E-06,-8.43586991661575E-08,5.84073892863087E-06,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Shoulder_Arm_Motor_rf.STL,1,1,1,1,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Shoulder_Arm_Motor_rf.STL,,chyServo30kg-2,坐标系Shoulder_Arm_Motor_rf,,Joint_Shoulder_Arm_Motor_rf,fixed,0.011,0.027825,0.015322,0,-1.5593,-1.5708,Link_Shoulder_Sheft_rf,0,0,0,,,,,,,,,,,,
Link_Arm_rf,1.28029117703737E-05,-0.0788155464015625,0.0122022573580459,0,0,0,0.108265195096751,0.00016624910449164,5.70861722950894E-08,3.05257037534941E-09,2.14056382437846E-05,8.85505589058664E-06,0.000163044159957564,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Arm_rf.STL,1,1,1,1,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Arm_rf.STL,,chyarm1-1,坐标系Arm_rf,基准轴Shoulder_Arm_Motor_rf,Joint_Arm_rf,revolute,0,0,-0.004,-3.1416,0,-1.4956,Link_Shoulder_Arm_Motor_rf,0,0,-1,100,0,-1.5,1.5,,,,,,,,
Link_Arm_Motor_rf,-0.000115962035780182,-0.120117441816613,0.00479810579975148,0,0,0,0.0341422557519,9.77204160815349E-06,-2.80792760152421E-11,1.53883232330182E-10,6.1579212921454E-06,-8.43586991661559E-08,5.84073892863088E-06,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Arm_Motor_rf.STL,1,1,1,1,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Arm_Motor_rf.STL,,chyServo30kg-3,坐标系Arm_rf,,Joint_Arm_Motor_rf,fixed,0,0,0,0,0,0,Link_Arm_rf,0,0,0,,,,,,,,,,,,
Link_Hand_rf,-2.77555756156289E-17,-0.052640371560796,0.00390492387978128,0,0,0,0.0420735853495988,2.67304876167845E-05,2.11758236813575E-22,1.09187840857E-22,4.63824751744345E-06,1.99944788512827E-06,2.83575795096436E-05,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Hand_rf.STL,1,1,1,1,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Hand_rf.STL,,chyHand-2,坐标系Hand_rf,基准轴Hand_rf,Joint_Hand_rf,revolute,-0.0001166,-0.13,-0.017,0,0,0.1987,Link_Arm_Motor_rf,0,0,-1,100,0,-1.5,1.5,,,,,,,,
Link_Shoulder_Motor_lf,2.22046318516106E-07,-0.00988255818338656,-0.0257981057997514,0,0,0,0.0341422557519,9.77204160815349E-06,2.80792760146366E-11,-1.53883232331215E-10,6.1579212921454E-06,-8.43586991661574E-08,5.84073892863088E-06,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Shoulder_Motor_lf.STL,1,1,1,1,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Shoulder_Motor_lf.STL,,chyServo30kg-4,坐标系Shoulder_Motor_lf,基准轴Shoulder_Motor_lf,Joint_Shoulder_Motor_lf,revolute,0.0685,0.033057,0.019066,1.5708,1.5637,-1.5708,base_link,0,0,1,100,0,-0.5,1.5,,,,,,,,
Link_Shoulder_Sheft_lf,0.0035840707964602,0.00358407079646018,0.0025,0,0,0,0.02712,8.49035940298507E-06,-1.19369402985075E-07,1.60875E-06,8.49035940298507E-06,-1.60875E-06,1.19552188059702E-05,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Shoulder_Sheft_lf.STL,1,1,1,1,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Shoulder_Sheft_lf.STL,,chyShoulderSheftLf20210415-1,坐标系Shoulder_Sheft_lf,,Joint_Shoulder_Sheft_lf,fixed,0.01,-0.011,-0.028,0,1.5708,0,Link_Shoulder_Motor_lf,0,0,0,,,,,,,,,,,,
Link_Shoulder_Arm_Motor_lf,0.00103027936548375,-0.00988255818338656,-0.12372975062304,0,0,0,0.0341422557519,9.770685224847E-06,-1.59832112103813E-09,7.30105282241824E-08,6.15792129214539E-06,8.43435610052471E-08,5.84209531193734E-06,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Shoulder_Arm_Motor_lf.STL,1,1,1,1,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Shoulder_Arm_Motor_lf.STL,,chyServo30kg-5,坐标系Shoulder_Arm_Motor_rf,,Joint_Shoulder_Arm_Motor_lf,fixed,0.011,0.12153,0.016273,0,-1.5522,-1.5708,Link_Shoulder_Sheft_lf,0,0,0,,,,,,,,,,,,
